track_id,name,artist,album,release_date,popularity,spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7r6iwgXcR85d9rfqsuf2Af,Bhool Bhulaiyaa 3 - Title Track (feat. Pitbull),Pitbull,Bhool Bhulaiyaa 3 - Title Track (feat. Pitbull),2024-10-16,72,https://open.spotify.com/track/7r6iwgXcR85d9rfqsuf2Af,0.859,0.844,5,-4.609,0,0.0645,0.0917,0.0,0.239,0.605,109.969,audio_features,spotify:track:7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/tracks/7r6iwgXcR85d9rfqsuf2Af,https://api.spotify.com/v1/audio-analysis/7r6iwgXcR85d9rfqsuf2Af,230080,4
7EFfeGN5U0zm9C6KpOeNBH,"Aaj Ki Raat (From ""Stree 2"")",Sachin-Jigar,"Aaj Ki Raat (From ""Stree 2"")",2024-07-24,66,https://open.spotify.com/track/7EFfeGN5U0zm9C6KpOeNBH,0.716,0.866,2,-5.306,0,0.0581,0.299,1.26e-05,0.144,0.653,116.025,audio_features,spotify:track:7EFfeGN5U0zm9C6KpOeNBH,https://api.spotify.com/v1/tracks/7EFfeGN5U0zm9C6KpOeNBH,https://api.spotify.com/v1/audio-analysis/7EFfeGN5U0zm9C6KpOeNBH,228621,4
4OV1XWa6OSz4W4oUoRk9A7,FEEL THE NIGHT,Romeo,FEEL THE NIGHT,2024-08-10,37,https://open.spotify.com/track/4OV1XWa6OSz4W4oUoRk9A7,0.938,0.535,6,-8.467,0,0.327,0.149,0.0,0.0871,0.609,96.991,audio_features,spotify:track:4OV1XWa6OSz4W4oUoRk9A7,https://api.spotify.com/v1/tracks/4OV1XWa6OSz4W4oUoRk9A7,https://api.spotify.com/v1/audio-analysis/4OV1XWa6OSz4W4oUoRk9A7,163299,4
2TnmSSPkcPdHYYw2Lu84C1,"Aayi Nai (From ""Stree 2"")",Amitabh Bhattacharya,"Aayi Nai (From ""Stree 2"")",2024-08-01,63,https://open.spotify.com/track/2TnmSSPkcPdHYYw2Lu84C1,0.862,0.645,1,-5.42,0,0.0418,0.589,0.000535,0.077,0.862,122.998,audio_features,spotify:track:2TnmSSPkcPdHYYw2Lu84C1,https://api.spotify.com/v1/tracks/2TnmSSPkcPdHYYw2Lu84C1,https://api.spotify.com/v1/audio-analysis/2TnmSSPkcPdHYYw2Lu84C1,178781,4
762EOieyxliXPV5zURhvcV,Baddie,Ranfateh Shhina,Baddie,2024-10-19,32,https://open.spotify.com/track/762EOieyxliXPV5zURhvcV,0.825,0.446,6,-11.051,1,0.195,0.395,4.11e-05,0.184,0.408,98.022,audio_features,spotify:track:762EOieyxliXPV5zURhvcV,https://api.spotify.com/v1/tracks/762EOieyxliXPV5zURhvcV,https://api.spotify.com/v1/audio-analysis/762EOieyxliXPV5zURhvcV,235102,4
2qBBAuIg8FUBYiJ3QRrVsP,Teri Baaton Mein Aisa Uljha Jiya Title Song,Raghav,Teri Baaton Mein Aisa Uljha Jiya,2024-02-05,66,https://open.spotify.com/track/2qBBAuIg8FUBYiJ3QRrVsP,0.814,0.819,2,-3.585,1,0.0454,0.124,0.000245,0.0496,0.661,96.979,audio_features,spotify:track:2qBBAuIg8FUBYiJ3QRrVsP,https://api.spotify.com/v1/tracks/2qBBAuIg8FUBYiJ3QRrVsP,https://api.spotify.com/v1/audio-analysis/2qBBAuIg8FUBYiJ3QRrVsP,153083,4
2ibipg9GBEZ5YKOdskobJZ,"Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Tanishk Bagchi,"Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024-01-12,64,https://open.spotify.com/track/2ibipg9GBEZ5YKOdskobJZ,0.844,0.794,8,-5.943,1,0.0475,0.131,0.000274,0.0525,0.67,129.986,audio_features,spotify:track:2ibipg9GBEZ5YKOdskobJZ,https://api.spotify.com/v1/tracks/2ibipg9GBEZ5YKOdskobJZ,https://api.spotify.com/v1/audio-analysis/2ibipg9GBEZ5YKOdskobJZ,188101,4
23YpzkTDtU78GK6vpgRbkM,"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,"Ishq Jaisa Kuch (From ""Fighter"")",2023-12-22,62,https://open.spotify.com/track/23YpzkTDtU78GK6vpgRbkM,0.736,0.697,1,-7.672,0,0.0416,0.115,1.47e-05,0.149,0.386,104.974,audio_features,spotify:track:23YpzkTDtU78GK6vpgRbkM,https://api.spotify.com/v1/tracks/23YpzkTDtU78GK6vpgRbkM,https://api.spotify.com/v1/audio-analysis/23YpzkTDtU78GK6vpgRbkM,169687,4
5K6Ulyna4f9AOc8cPBiS7n,Ik Chann 2.0,Armaan Sabharwal,Ik Chann 2.0,2024-07-26,35,https://open.spotify.com/track/5K6Ulyna4f9AOc8cPBiS7n,0.613,0.853,8,-6.544,0,0.0598,0.354,0.0,0.125,0.804,170.011,audio_features,spotify:track:5K6Ulyna4f9AOc8cPBiS7n,https://api.spotify.com/v1/tracks/5K6Ulyna4f9AOc8cPBiS7n,https://api.spotify.com/v1/audio-analysis/5K6Ulyna4f9AOc8cPBiS7n,166588,4
0VXBujZKMLLlmee25BXEQs,"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,"Sher Khul Gaye (From ""Fighter"")",2023-12-15,59,https://open.spotify.com/track/0VXBujZKMLLlmee25BXEQs,0.88,0.63,0,-6.719,0,0.0606,0.0219,0.0,0.0663,0.81,123.021,audio_features,spotify:track:0VXBujZKMLLlmee25BXEQs,https://api.spotify.com/v1/tracks/0VXBujZKMLLlmee25BXEQs,https://api.spotify.com/v1/audio-analysis/0VXBujZKMLLlmee25BXEQs,180172,4
1FV3PDNMhj7xxYjfye1a5B,Gypsy 2,G.D. Kaur,Gypsy 2,2024-10-10,55,https://open.spotify.com/track/1FV3PDNMhj7xxYjfye1a5B,0.823,0.842,4,-4.454,0,0.0837,0.516,0.0,0.344,0.6,101.969,audio_features,spotify:track:1FV3PDNMhj7xxYjfye1a5B,https://api.spotify.com/v1/tracks/1FV3PDNMhj7xxYjfye1a5B,https://api.spotify.com/v1/audio-analysis/1FV3PDNMhj7xxYjfye1a5B,164706,4
0bq1DsWLC4glKh9etnmalg,"Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,"Not Ramaiya Vastavaiya (From ""Jawan"")",2023-08-29,50,https://open.spotify.com/track/0bq1DsWLC4glKh9etnmalg,0.498,0.907,10,-5.165,0,0.0972,0.0387,0.0,0.303,0.215,132.864,audio_features,spotify:track:0bq1DsWLC4glKh9etnmalg,https://api.spotify.com/v1/tracks/0bq1DsWLC4glKh9etnmalg,https://api.spotify.com/v1/audio-analysis/0bq1DsWLC4glKh9etnmalg,202556,4
6UjMPfVjH9IvYGLGO3zNag,Diamonds,DANNY DIORR,Diamonds,2024-07-28,34,https://open.spotify.com/track/6UjMPfVjH9IvYGLGO3zNag,0.805,0.553,7,-8.086,0,0.175,0.883,0.000155,0.102,0.479,98.054,audio_features,spotify:track:6UjMPfVjH9IvYGLGO3zNag,https://api.spotify.com/v1/tracks/6UjMPfVjH9IvYGLGO3zNag,https://api.spotify.com/v1/audio-analysis/6UjMPfVjH9IvYGLGO3zNag,199191,4
4QyX8CBSjcoq4iMZuvifyF,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,51,https://open.spotify.com/track/4QyX8CBSjcoq4iMZuvifyF,0.821,0.823,2,-5.455,1,0.1,0.235,0.0,0.207,0.479,107.953,audio_features,spotify:track:4QyX8CBSjcoq4iMZuvifyF,https://api.spotify.com/v1/tracks/4QyX8CBSjcoq4iMZuvifyF,https://api.spotify.com/v1/audio-analysis/4QyX8CBSjcoq4iMZuvifyF,213611,4
60u29xfTGpUMpeE7SvFc3C,"Dhindhora Baje Re (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"Dhindhora Baje Re (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-24,42,https://open.spotify.com/track/60u29xfTGpUMpeE7SvFc3C,0.679,0.883,9,-6.281,0,0.112,0.219,1.65e-05,0.165,0.726,128.004,audio_features,spotify:track:60u29xfTGpUMpeE7SvFc3C,https://api.spotify.com/v1/tracks/60u29xfTGpUMpeE7SvFc3C,https://api.spotify.com/v1/audio-analysis/60u29xfTGpUMpeE7SvFc3C,253600,4
5k0BwzLwDKe3Heckl1RJEP,Heart Throb,Dev Negi,Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),2023-07-31,0,https://open.spotify.com/track/5k0BwzLwDKe3Heckl1RJEP,0.803,0.673,0,-8.501,1,0.0774,0.0436,4.37e-06,0.124,0.498,132.023,audio_features,spotify:track:5k0BwzLwDKe3Heckl1RJEP,https://api.spotify.com/v1/tracks/5k0BwzLwDKe3Heckl1RJEP,https://api.spotify.com/v1/audio-analysis/5k0BwzLwDKe3Heckl1RJEP,200568,4
4OFIJVcTYlc30wQFAYpv1o,Tere Bina Dil Mera,Armaan Sabharwal,Tere Bina Dil Mera,2024-03-03,32,https://open.spotify.com/track/4OFIJVcTYlc30wQFAYpv1o,0.278,0.493,7,-10.735,1,0.0424,0.46,0.0,0.549,0.336,170.414,audio_features,spotify:track:4OFIJVcTYlc30wQFAYpv1o,https://api.spotify.com/v1/tracks/4OFIJVcTYlc30wQFAYpv1o,https://api.spotify.com/v1/audio-analysis/4OFIJVcTYlc30wQFAYpv1o,155294,4
2Jz8ughkZa9o2rHhNq8hOw,"Sun Sajni (From ""Satyaprem Ki Katha"")",Meet Bros.,"Sun Sajni (From ""Satyaprem Ki Katha"")",2023-06-21,42,https://open.spotify.com/track/2Jz8ughkZa9o2rHhNq8hOw,0.548,0.75,2,-5.785,1,0.0828,0.0719,0.0,0.386,0.336,126.013,audio_features,spotify:track:2Jz8ughkZa9o2rHhNq8hOw,https://api.spotify.com/v1/tracks/2Jz8ughkZa9o2rHhNq8hOw,https://api.spotify.com/v1/audio-analysis/2Jz8ughkZa9o2rHhNq8hOw,266033,4
1t39FBb0zsKv5krZaqZKCB,"Show Me The Thumka (From ""Tu Jhoothi Main Makkaar"")",Pritam,"Show Me The Thumka (From ""Tu Jhoothi Main Makkaar"")",2023-02-21,58,https://open.spotify.com/track/1t39FBb0zsKv5krZaqZKCB,0.841,0.87,9,-4.487,1,0.216,0.607,8.83e-06,0.0734,0.803,122.005,audio_features,spotify:track:1t39FBb0zsKv5krZaqZKCB,https://api.spotify.com/v1/tracks/1t39FBb0zsKv5krZaqZKCB,https://api.spotify.com/v1/audio-analysis/1t39FBb0zsKv5krZaqZKCB,236101,4
2vPrBucKCfKmafHhSfJ2pt,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",Pritam,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",2023-02-10,65,https://open.spotify.com/track/2vPrBucKCfKmafHhSfJ2pt,0.772,0.767,0,-4.792,1,0.0381,0.138,0.0,0.557,0.866,122.024,audio_features,spotify:track:2vPrBucKCfKmafHhSfJ2pt,https://api.spotify.com/v1/tracks/2vPrBucKCfKmafHhSfJ2pt,https://api.spotify.com/v1/audio-analysis/2vPrBucKCfKmafHhSfJ2pt,216271,4
0QT9B8Yfrz0vi66oXMrKJg,"Character Dheela 2.0 (From ""Shehzada"")",Pritam,"Character Dheela 2.0 (From ""Shehzada"")",2023-02-09,50,https://open.spotify.com/track/0QT9B8Yfrz0vi66oXMrKJg,0.841,0.863,11,-4.73,1,0.0642,0.00332,9.64e-05,0.111,0.426,111.955,audio_features,spotify:track:0QT9B8Yfrz0vi66oXMrKJg,https://api.spotify.com/v1/tracks/0QT9B8Yfrz0vi66oXMrKJg,https://api.spotify.com/v1/audio-analysis/0QT9B8Yfrz0vi66oXMrKJg,157153,4
2ZD4aIEepqZsdxPxLSuUhm,Tere Pyaar Mein,Pritam,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",2023-02-01,71,https://open.spotify.com/track/2ZD4aIEepqZsdxPxLSuUhm,0.68,0.753,9,-5.492,0,0.0543,0.123,0.0,0.173,0.413,118.965,audio_features,spotify:track:2ZD4aIEepqZsdxPxLSuUhm,https://api.spotify.com/v1/tracks/2ZD4aIEepqZsdxPxLSuUhm,https://api.spotify.com/v1/audio-analysis/2ZD4aIEepqZsdxPxLSuUhm,266095,4
0NODNDsiY0sK5P0TnmDMSE,"Munda Sona Hoon Main (From ""Shehzada"")",Pritam,"Munda Sona Hoon Main (From ""Shehzada"")",2023-01-16,52,https://open.spotify.com/track/0NODNDsiY0sK5P0TnmDMSE,0.775,0.83,9,-4.905,0,0.0571,0.271,0.0,0.191,0.913,130.024,audio_features,spotify:track:0NODNDsiY0sK5P0TnmDMSE,https://api.spotify.com/v1/tracks/0NODNDsiY0sK5P0TnmDMSE,https://api.spotify.com/v1/audio-analysis/0NODNDsiY0sK5P0TnmDMSE,229948,4
6EKY8rpjaBxxB0WbXJhedU,"Chedkhaniyan (From ""Shehzada"")",Pritam,"Chedkhaniyan (From ""Shehzada"")",2023-01-24,48,https://open.spotify.com/track/6EKY8rpjaBxxB0WbXJhedU,0.716,0.876,7,-3.777,1,0.0694,0.38,0.0,0.394,0.849,124.903,audio_features,spotify:track:6EKY8rpjaBxxB0WbXJhedU,https://api.spotify.com/v1/tracks/6EKY8rpjaBxxB0WbXJhedU,https://api.spotify.com/v1/audio-analysis/6EKY8rpjaBxxB0WbXJhedU,231421,4
6FAYpZ4jve8vpvTwUvjK6H,Jhoome Jo Pathaan,Vishal-Shekhar,Pathaan,2022-12-22,64,https://open.spotify.com/track/6FAYpZ4jve8vpvTwUvjK6H,0.817,0.738,7,-7.639,1,0.0748,0.0964,0.0,0.331,0.616,104.964,audio_features,spotify:track:6FAYpZ4jve8vpvTwUvjK6H,https://api.spotify.com/v1/tracks/6FAYpZ4jve8vpvTwUvjK6H,https://api.spotify.com/v1/audio-analysis/6FAYpZ4jve8vpvTwUvjK6H,208164,4
0CtZpaOhtzvLV3FfcsVpQo,"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",2022-12-12,68,https://open.spotify.com/track/0CtZpaOhtzvLV3FfcsVpQo,0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,audio_features,spotify:track:0CtZpaOhtzvLV3FfcsVpQo,https://api.spotify.com/v1/tracks/0CtZpaOhtzvLV3FfcsVpQo,https://api.spotify.com/v1/audio-analysis/0CtZpaOhtzvLV3FfcsVpQo,258474,4
45C7tXCrmp3R5E65XUtLLj,"Jehda Nasha (From ""An Action Hero"")",Tanishk Bagchi,"Jehda Nasha (From ""An Action Hero"")",2022-11-17,57,https://open.spotify.com/track/45C7tXCrmp3R5E65XUtLLj,0.881,0.676,1,-4.76,1,0.0812,0.0848,0.000387,0.0693,0.843,119.965,audio_features,spotify:track:45C7tXCrmp3R5E65XUtLLj,https://api.spotify.com/v1/tracks/45C7tXCrmp3R5E65XUtLLj,https://api.spotify.com/v1/audio-analysis/45C7tXCrmp3R5E65XUtLLj,222055,4
0z8wIFS6LUp2iz6kajcID7,"Current Laga Re (From ""Cirkus"")",Nakash Aziz,"Current Laga Re (From ""Cirkus"")",2022-12-08,51,https://open.spotify.com/track/0z8wIFS6LUp2iz6kajcID7,0.504,0.966,0,-3.072,0,0.389,0.282,1.89e-06,0.0733,0.414,151.031,audio_features,spotify:track:0z8wIFS6LUp2iz6kajcID7,https://api.spotify.com/v1/tracks/0z8wIFS6LUp2iz6kajcID7,https://api.spotify.com/v1/audio-analysis/0z8wIFS6LUp2iz6kajcID7,226500,4
5OcGETO7eEKjKme4gm0r7y,"Dance Ka Bhoot (From ""Brahmastra"")",Pritam,"Dance Ka Bhoot (From ""Brahmastra"")",2022-08-25,53,https://open.spotify.com/track/5OcGETO7eEKjKme4gm0r7y,0.632,0.929,6,-5.297,1,0.128,0.0503,0.0,0.271,0.584,136.008,audio_features,spotify:track:5OcGETO7eEKjKme4gm0r7y,https://api.spotify.com/v1/tracks/5OcGETO7eEKjKme4gm0r7y,https://api.spotify.com/v1/audio-analysis/5OcGETO7eEKjKme4gm0r7y,245735,4
0IGXY47K2ha3AHfX57wY1O,"Deva Deva (From ""Brahmastra"")",Pritam,"Deva Deva (From ""Brahmastra"")",2022-08-08,66,https://open.spotify.com/track/0IGXY47K2ha3AHfX57wY1O,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,audio_features,spotify:track:0IGXY47K2ha3AHfX57wY1O,https://api.spotify.com/v1/tracks/0IGXY47K2ha3AHfX57wY1O,https://api.spotify.com/v1/audio-analysis/0IGXY47K2ha3AHfX57wY1O,279107,4
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")",Pritam,"Kesariya (From ""Brahmastra"")",2022-07-17,70,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,audio_features,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/tracks/6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/audio-analysis/6VBhH7CyP56BXjp8VsDFPZ,268165,4
0zlGnseLGzRIBA0TJcb3Bo,"Manike (From ""Thank God"")",Yohani,"Manike (From ""Thank God"")",2022-09-16,65,https://open.spotify.com/track/0zlGnseLGzRIBA0TJcb3Bo,0.551,0.578,1,-7.005,0,0.0732,0.522,0.0,0.073,0.509,106.772,audio_features,spotify:track:0zlGnseLGzRIBA0TJcb3Bo,https://api.spotify.com/v1/tracks/0zlGnseLGzRIBA0TJcb3Bo,https://api.spotify.com/v1/audio-analysis/0zlGnseLGzRIBA0TJcb3Bo,197474,4
5qwl2ZdsMQVj3210r3yHRq,"Ji Huzoor (From ""Shamshera"")",Mithoon,"Ji Huzoor (From ""Shamshera"")",2022-06-29,33,https://open.spotify.com/track/5qwl2ZdsMQVj3210r3yHRq,0.771,0.915,5,-5.501,0,0.188,0.286,0.0,0.0983,0.659,123.877,audio_features,spotify:track:5qwl2ZdsMQVj3210r3yHRq,https://api.spotify.com/v1/tracks/5qwl2ZdsMQVj3210r3yHRq,https://api.spotify.com/v1/audio-analysis/5qwl2ZdsMQVj3210r3yHRq,249798,4
7lvDsmTRXFE3dK4OjvRiWB,Pasoori,Shae Gill,Pasoori,2022-02-07,68,https://open.spotify.com/track/7lvDsmTRXFE3dK4OjvRiWB,0.714,0.596,11,-6.206,0,0.043,0.0657,0.0,0.0625,0.669,91.991,audio_features,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147,4
0DXfJ2iKRDEG7rPgssWFea,"Rangisari (From ""Jugjugg Jeeyo"")",Kanishk Seth,"Rangisari (From ""Jugjugg Jeeyo"")",2022-06-06,60,https://open.spotify.com/track/0DXfJ2iKRDEG7rPgssWFea,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,audio_features,spotify:track:0DXfJ2iKRDEG7rPgssWFea,https://api.spotify.com/v1/tracks/0DXfJ2iKRDEG7rPgssWFea,https://api.spotify.com/v1/audio-analysis/0DXfJ2iKRDEG7rPgssWFea,223271,4
4SjKsDIVQessPLdN42FZlm,"Alcoholia (From ""Vikram Vedha"")",Vishal-Shekhar,"Alcoholia (From ""Vikram Vedha"")",2022-09-17,38,https://open.spotify.com/track/4SjKsDIVQessPLdN42FZlm,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,audio_features,spotify:track:4SjKsDIVQessPLdN42FZlm,https://api.spotify.com/v1/tracks/4SjKsDIVQessPLdN42FZlm,https://api.spotify.com/v1/audio-analysis/4SjKsDIVQessPLdN42FZlm,231023,4
3hts3cIWNG8A2063si9GLP,Bijli,Sachin-Jigar,"Bijli (From ""Govinda Naam Mera"")",2022-11-24,46,https://open.spotify.com/track/3hts3cIWNG8A2063si9GLP,0.573,0.819,1,-6.246,1,0.256,0.306,1.13e-06,0.0653,0.862,108.786,audio_features,spotify:track:3hts3cIWNG8A2063si9GLP,https://api.spotify.com/v1/tracks/3hts3cIWNG8A2063si9GLP,https://api.spotify.com/v1/audio-analysis/3hts3cIWNG8A2063si9GLP,174000,3
1XSSm7oKOzNE8oUapjIRWV,"The Punjaabban Song (From ""Jugjugg Jeeyo"")",Tanishk Bagchi,"The Punjaabban Song (From ""Jugjugg Jeeyo"")",2022-05-28,54,https://open.spotify.com/track/1XSSm7oKOzNE8oUapjIRWV,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46e-05,0.676,0.613,139.241,audio_features,spotify:track:1XSSm7oKOzNE8oUapjIRWV,https://api.spotify.com/v1/tracks/1XSSm7oKOzNE8oUapjIRWV,https://api.spotify.com/v1/audio-analysis/1XSSm7oKOzNE8oUapjIRWV,199030,4
79xjw95DSvcl8sDtghDOGo,"Akdi Pakdi (From ""Liger"")",Lijo George,"Akdi Pakdi (From ""Liger"")",2022-07-11,34,https://open.spotify.com/track/79xjw95DSvcl8sDtghDOGo,0.692,0.937,11,-2.911,0,0.266,0.187,0.0,0.599,0.6,150.116,audio_features,spotify:track:79xjw95DSvcl8sDtghDOGo,https://api.spotify.com/v1/tracks/79xjw95DSvcl8sDtghDOGo,https://api.spotify.com/v1/audio-analysis/79xjw95DSvcl8sDtghDOGo,230200,4
6TtNVOFQUbQDUbTQwdILH1,"Coka 2.0 (From ""Liger"")",Jaani,"Coka 2.0 (From ""Liger"")",2022-08-12,47,https://open.spotify.com/track/6TtNVOFQUbQDUbTQwdILH1,0.743,0.922,7,-3.025,1,0.121,0.411,2.36e-06,0.287,0.873,96.933,audio_features,spotify:track:6TtNVOFQUbQDUbTQwdILH1,https://api.spotify.com/v1/tracks/6TtNVOFQUbQDUbTQwdILH1,https://api.spotify.com/v1/audio-analysis/6TtNVOFQUbQDUbTQwdILH1,166392,4
737AP6EH4PvRzBNfBipaK2,"Boom Padi (From ""Maja Ma"") - Garba Navratri Song",Shreya Ghoshal,"Boom Padi (From ""Maja Ma"")",2022-09-14,39,https://open.spotify.com/track/737AP6EH4PvRzBNfBipaK2,0.627,0.857,1,-4.55,0,0.104,0.0767,0.0,0.324,0.89,134.929,audio_features,spotify:track:737AP6EH4PvRzBNfBipaK2,https://api.spotify.com/v1/tracks/737AP6EH4PvRzBNfBipaK2,https://api.spotify.com/v1/audio-analysis/737AP6EH4PvRzBNfBipaK2,245674,4
00NksXMaWtsTARuoZmt0GJ,Chamma Chamma,Neha Kakkar,Fraud Saiyaan (Original Motion Picture Soundtrack),2018-01-18,55,https://open.spotify.com/track/00NksXMaWtsTARuoZmt0GJ,0.723,0.94,7,-1.883,1,0.0728,0.0195,0.000518,0.0933,0.406,100.036,audio_features,spotify:track:00NksXMaWtsTARuoZmt0GJ,https://api.spotify.com/v1/tracks/00NksXMaWtsTARuoZmt0GJ,https://api.spotify.com/v1/audio-analysis/00NksXMaWtsTARuoZmt0GJ,196301,4
4Xba44w0LihzNJj1xgjs8J,"De Taali (From ""Bhool Bhulaiyaa 2"")",Pritam,"De Taali (From ""Bhool Bhulaiyaa 2"")",2022-05-14,44,https://open.spotify.com/track/4Xba44w0LihzNJj1xgjs8J,0.818,0.899,1,-3.667,1,0.117,0.157,0.0,0.0725,0.736,120.016,audio_features,spotify:track:4Xba44w0LihzNJj1xgjs8J,https://api.spotify.com/v1/tracks/4Xba44w0LihzNJj1xgjs8J,https://api.spotify.com/v1/audio-analysis/4Xba44w0LihzNJj1xgjs8J,210164,4
7tqkqlRNXLuOCO2Vwr8BsY,"Dholida (From ""Gangubai Kathiawadi"")",Jahnvi Shrimankar,"Dholida (From ""Gangubai Kathiawadi"") - Single",2022-02-11,37,https://open.spotify.com/track/7tqkqlRNXLuOCO2Vwr8BsY,0.638,0.902,1,-4.936,0,0.0712,0.68,0.0,0.255,0.759,110.222,audio_features,spotify:track:7tqkqlRNXLuOCO2Vwr8BsY,https://api.spotify.com/v1/tracks/7tqkqlRNXLuOCO2Vwr8BsY,https://api.spotify.com/v1/audio-analysis/7tqkqlRNXLuOCO2Vwr8BsY,179034,3
4xmkpE1Si5JL7NFxWrhV0S,"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,"Humraah (From ""Malang - Unleash The Madness"")",2020-01-23,66,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S,0.468,0.854,11,-3.932,0,0.059,0.176,0.0,0.126,0.277,155.867,audio_features,spotify:track:4xmkpE1Si5JL7NFxWrhV0S,https://api.spotify.com/v1/tracks/4xmkpE1Si5JL7NFxWrhV0S,https://api.spotify.com/v1/audio-analysis/4xmkpE1Si5JL7NFxWrhV0S,299822,4
5bAed2aRbQbjDZF9qkNSA2,"Hui Malang (From ""Malang - Unleash The Madness"")",Asees Kaur,"Hui Malang (From ""Malang - Unleash The Madness"")",2020-02-03,43,https://open.spotify.com/track/5bAed2aRbQbjDZF9qkNSA2,0.633,0.904,7,-5.09,0,0.0564,0.0337,4.31e-05,0.122,0.259,124.008,audio_features,spotify:track:5bAed2aRbQbjDZF9qkNSA2,https://api.spotify.com/v1/tracks/5bAed2aRbQbjDZF9qkNSA2,https://api.spotify.com/v1/audio-analysis/5bAed2aRbQbjDZF9qkNSA2,192097,4
7CY0CmCpSglfUKCBOOiRfw,Illegal Weapon 2.0,Jasmine Sandlas,Street Dancer 3D,2020-02-13,60,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993,audio_features,spotify:track:7CY0CmCpSglfUKCBOOiRfw,https://api.spotify.com/v1/tracks/7CY0CmCpSglfUKCBOOiRfw,https://api.spotify.com/v1/audio-analysis/7CY0CmCpSglfUKCBOOiRfw,188606,4
17uI7afUaul1hCzMTF9txd,,,,0000,0,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd,0.634,0.648,3,-6.781,0,0.0412,0.361,0.0,0.619,0.667,95.989,audio_features,spotify:track:17uI7afUaul1hCzMTF9txd,https://api.spotify.com/v1/tracks/17uI7afUaul1hCzMTF9txd,https://api.spotify.com/v1/audio-analysis/17uI7afUaul1hCzMTF9txd,247812,4
6q9XTgfWilsnyiFofvYrIF,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,"Garmi (From ""Street Dancer 3D"")",2019-12-26,61,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF,0.788,0.87,9,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,audio_features,spotify:track:6q9XTgfWilsnyiFofvYrIF,https://api.spotify.com/v1/tracks/6q9XTgfWilsnyiFofvYrIF,https://api.spotify.com/v1/audio-analysis/6q9XTgfWilsnyiFofvYrIF,182739,4
1WzOH0E1W1z5jcLluumQGE,"Bezubaan Kab Se (From ""Street Dancer 3D"")",Siddharth Basrur,"Bezubaan Kab Se (From ""Street Dancer 3D"")",2020-01-27,38,https://open.spotify.com/track/1WzOH0E1W1z5jcLluumQGE,0.747,0.865,7,-5.991,1,0.0451,0.00279,0.00058,0.0764,0.209,124.985,audio_features,spotify:track:1WzOH0E1W1z5jcLluumQGE,https://api.spotify.com/v1/tracks/1WzOH0E1W1z5jcLluumQGE,https://api.spotify.com/v1/audio-analysis/1WzOH0E1W1z5jcLluumQGE,271279,4
