track_id,name,artist,album,release_date,popularity,spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
4uNxdQ1L4Xa52MWX864QhW,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",2023-07-12,62,https://open.spotify.com/track/4uNxdQ1L4Xa52MWX864QhW,0.821,0.823,2,-5.455,1,0.1,0.235,0.0,0.207,0.479,107.953,audio_features,spotify:track:4uNxdQ1L4Xa52MWX864QhW,https://api.spotify.com/v1/tracks/4uNxdQ1L4Xa52MWX864QhW,https://api.spotify.com/v1/audio-analysis/4uNxdQ1L4Xa52MWX864QhW,213611,4
48pyUxg9RYuwie5M9R7qRn,Sooraj Dooba Hain,Arijit Singh,Roy,2015-01-09,65,https://open.spotify.com/track/48pyUxg9RYuwie5M9R7qRn,0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051,audio_features,spotify:track:48pyUxg9RYuwie5M9R7qRn,https://api.spotify.com/v1/tracks/48pyUxg9RYuwie5M9R7qRn,https://api.spotify.com/v1/audio-analysis/48pyUxg9RYuwie5M9R7qRn,264854,4
3x9vShiP4hDhE94zvObYNS,Rangisari,Kanishk Seth,Jugjugg Jeeyo,2022-06-24,58,https://open.spotify.com/track/3x9vShiP4hDhE94zvObYNS,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,audio_features,spotify:track:3x9vShiP4hDhE94zvObYNS,https://api.spotify.com/v1/tracks/3x9vShiP4hDhE94zvObYNS,https://api.spotify.com/v1/audio-analysis/3x9vShiP4hDhE94zvObYNS,223271,4
2SN54RFfaafTk7TE1n1Na4,Tareefan,QARAN,Veere Di Wedding (Original Motion Picture Soundtrack),2018-05-31,63,https://open.spotify.com/track/2SN54RFfaafTk7TE1n1Na4,0.829,0.655,5,-6.26,0,0.0681,0.0942,5.14e-06,0.2,0.335,98.012,audio_features,spotify:track:2SN54RFfaafTk7TE1n1Na4,https://api.spotify.com/v1/tracks/2SN54RFfaafTk7TE1n1Na4,https://api.spotify.com/v1/audio-analysis/2SN54RFfaafTk7TE1n1Na4,186122,4
0Bz7dfqPY4JOGZO3O1j8Wh,Bulleya,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],2016-10-26,66,https://open.spotify.com/track/0Bz7dfqPY4JOGZO3O1j8Wh,0.552,0.769,2,-4.504,0,0.0465,0.497,0.0,0.112,0.702,86.957,audio_features,spotify:track:0Bz7dfqPY4JOGZO3O1j8Wh,https://api.spotify.com/v1/tracks/0Bz7dfqPY4JOGZO3O1j8Wh,https://api.spotify.com/v1/audio-analysis/0Bz7dfqPY4JOGZO3O1j8Wh,348966,4
5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,Vishal-Shekhar,Tiger Zinda Hai,2017-12-12,65,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,audio_features,spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,https://api.spotify.com/v1/tracks/5MnAi6ZF7cE8pAz7wYr9Ta,https://api.spotify.com/v1/audio-analysis/5MnAi6ZF7cE8pAz7wYr9Ta,260537,4
3oM90C4SZLYzVZJEZD5EQk,Khairiyat (Bonus Track),Pritam,Chhichhore,2019-08-31,63,https://open.spotify.com/track/3oM90C4SZLYzVZJEZD5EQk,0.605,0.655,0,-5.625,0,0.0364,0.484,1.13e-06,0.152,0.597,124.974,audio_features,spotify:track:3oM90C4SZLYzVZJEZD5EQk,https://api.spotify.com/v1/tracks/3oM90C4SZLYzVZJEZD5EQk,https://api.spotify.com/v1/audio-analysis/3oM90C4SZLYzVZJEZD5EQk,270707,4
3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")",Arijit Singh,"Satranga (From ""ANIMAL"")",2023-10-27,77,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48,audio_features,spotify:track:3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/tracks/3yHyiUDJdz02FZ6jfUbsmY,https://api.spotify.com/v1/audio-analysis/3yHyiUDJdz02FZ6jfUbsmY,271169,3
3oWxFNsXstcancCR1wODR4,Tera Ban Jaunga,Akhil Sachdeva,Kabir Singh,2019-06-14,64,https://open.spotify.com/track/3oWxFNsXstcancCR1wODR4,0.605,0.53,11,-6.346,1,0.0246,0.821,0.0,0.131,0.397,93.95,audio_features,spotify:track:3oWxFNsXstcancCR1wODR4,https://api.spotify.com/v1/tracks/3oWxFNsXstcancCR1wODR4,https://api.spotify.com/v1/audio-analysis/3oWxFNsXstcancCR1wODR4,236437,4
4uK0M8AI6gyFmyzUneQpbi,"Rait Zara Si (From ""Atrangi Re"")",A.R. Rahman,"Rait Zara Si (From ""Atrangi Re"")",2021-12-06,69,https://open.spotify.com/track/4uK0M8AI6gyFmyzUneQpbi,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,audio_features,spotify:track:4uK0M8AI6gyFmyzUneQpbi,https://api.spotify.com/v1/tracks/4uK0M8AI6gyFmyzUneQpbi,https://api.spotify.com/v1/audio-analysis/4uK0M8AI6gyFmyzUneQpbi,291462,4
7zn5ecZSwGsLTi1wgxyVzd,Bolna,Tanishk Bagchi,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),2016-03-04,56,https://open.spotify.com/track/7zn5ecZSwGsLTi1wgxyVzd,0.488,0.403,5,-7.004,1,0.0272,0.598,4.26e-06,0.434,0.495,131.496,audio_features,spotify:track:7zn5ecZSwGsLTi1wgxyVzd,https://api.spotify.com/v1/tracks/7zn5ecZSwGsLTi1wgxyVzd,https://api.spotify.com/v1/audio-analysis/7zn5ecZSwGsLTi1wgxyVzd,212832,3
1stiSonuKkZqhI1o9nZ9MT,Raataan Lambiyan,Tanishk Bagchi,Shershaah (Original Motion Picture Soundtrack),2021-08-16,60,https://open.spotify.com/track/1stiSonuKkZqhI1o9nZ9MT,0.721,0.628,10,-5.546,1,0.0409,0.61,0.0,0.108,0.514,81.008,audio_features,spotify:track:1stiSonuKkZqhI1o9nZ9MT,https://api.spotify.com/v1/tracks/1stiSonuKkZqhI1o9nZ9MT,https://api.spotify.com/v1/audio-analysis/1stiSonuKkZqhI1o9nZ9MT,230292,4
1smFN2CLqGROu0J0UyvDfL,Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,72,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,8,-7.642,1,0.0341,0.784,0.0,0.152,0.319,135.875,audio_features,spotify:track:1smFN2CLqGROu0J0UyvDfL,https://api.spotify.com/v1/tracks/1smFN2CLqGROu0J0UyvDfL,https://api.spotify.com/v1/audio-analysis/1smFN2CLqGROu0J0UyvDfL,247941,4
46hzNOUOAlivuCZZ0wE3zi,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",2023-05-22,63,https://open.spotify.com/track/46hzNOUOAlivuCZZ0wE3zi,0.762,0.717,7,-8.316,0,0.0372,0.315,1.87e-05,0.0914,0.958,109.996,audio_features,spotify:track:46hzNOUOAlivuCZZ0wE3zi,https://api.spotify.com/v1/tracks/46hzNOUOAlivuCZZ0wE3zi,https://api.spotify.com/v1/audio-analysis/46hzNOUOAlivuCZZ0wE3zi,189136,4
11qnwt18ZckPqchzK2I3U7,Dil Jhoom,Mithoon,Gadar 2 (Original Motion Picture Soundtrack),2023-08-05,71,https://open.spotify.com/track/11qnwt18ZckPqchzK2I3U7,0.579,0.473,10,-7.559,0,0.0411,0.752,0.0,0.0687,0.587,126.958,audio_features,spotify:track:11qnwt18ZckPqchzK2I3U7,https://api.spotify.com/v1/tracks/11qnwt18ZckPqchzK2I3U7,https://api.spotify.com/v1/audio-analysis/11qnwt18ZckPqchzK2I3U7,304134,4
5zfRl79umXWvKoA7p4KEPa,"Tip Tip (From ""Sooryavanshi"")",Tanishk Bagchi,"Tip Tip (From ""Sooryavanshi"")",2021-11-06,62,https://open.spotify.com/track/5zfRl79umXWvKoA7p4KEPa,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,audio_features,spotify:track:5zfRl79umXWvKoA7p4KEPa,https://api.spotify.com/v1/tracks/5zfRl79umXWvKoA7p4KEPa,https://api.spotify.com/v1/audio-analysis/5zfRl79umXWvKoA7p4KEPa,250288,4
0800NFKDicegzMbus9LiuH,Tu Meri,Vishal Dadlani,Bang Bang (Original Motion Picture Soundtrack),2014-09-15,62,https://open.spotify.com/track/0800NFKDicegzMbus9LiuH,0.679,0.687,8,-5.522,1,0.0294,0.0779,0.0,0.704,0.424,127.961,audio_features,spotify:track:0800NFKDicegzMbus9LiuH,https://api.spotify.com/v1/tracks/0800NFKDicegzMbus9LiuH,https://api.spotify.com/v1/audio-analysis/0800NFKDicegzMbus9LiuH,257089,4
2cbaCL38j8eUXBQjvLawET,"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",Pritam,"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",2022-05-02,62,https://open.spotify.com/track/2cbaCL38j8eUXBQjvLawET,0.857,0.893,0,-2.87,0,0.0422,0.0663,0.0,0.0335,0.845,108.022,audio_features,spotify:track:2cbaCL38j8eUXBQjvLawET,https://api.spotify.com/v1/tracks/2cbaCL38j8eUXBQjvLawET,https://api.spotify.com/v1/audio-analysis/2cbaCL38j8eUXBQjvLawET,211667,4
3xMHXmedL5Rvfxmiar9Ryv,Chaleya,Anirudh Ravichander,Jawan,2023-09-05,72,https://open.spotify.com/track/3xMHXmedL5Rvfxmiar9Ryv,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,spotify:track:3xMHXmedL5Rvfxmiar9Ryv,https://api.spotify.com/v1/tracks/3xMHXmedL5Rvfxmiar9Ryv,https://api.spotify.com/v1/audio-analysis/3xMHXmedL5Rvfxmiar9Ryv,200374,4
5QW9K4A1gMnIi94YUxtsfM,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",2023-05-16,66,https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051,audio_features,spotify:track:5QW9K4A1gMnIi94YUxtsfM,https://api.spotify.com/v1/tracks/5QW9K4A1gMnIi94YUxtsfM,https://api.spotify.com/v1/audio-analysis/5QW9K4A1gMnIi94YUxtsfM,266075,4
4cAPxxUgQXiuJu3QRBGMGr,Kalank - Duet,Arijit Singh,Kalank (Original Motion Picture Soundtrack),2019-04-14,58,https://open.spotify.com/track/4cAPxxUgQXiuJu3QRBGMGr,0.58,0.555,10,-8.475,1,0.0352,0.557,3.29e-05,0.0957,0.491,117.973,audio_features,spotify:track:4cAPxxUgQXiuJu3QRBGMGr,https://api.spotify.com/v1/tracks/4cAPxxUgQXiuJu3QRBGMGr,https://api.spotify.com/v1/audio-analysis/4cAPxxUgQXiuJu3QRBGMGr,311186,4
3oNVqllTnz7bHrY3f0nICg,Phir Bhi Tumko Chaahunga,Mithoon,Half Girlfriend (Original Motion Picture Soundtrack),2017-04-30,66,https://open.spotify.com/track/3oNVqllTnz7bHrY3f0nICg,0.528,0.524,1,-8.107,1,0.0337,0.877,1.4e-05,0.172,0.269,99.636,audio_features,spotify:track:3oNVqllTnz7bHrY3f0nICg,https://api.spotify.com/v1/tracks/3oNVqllTnz7bHrY3f0nICg,https://api.spotify.com/v1/audio-analysis/3oNVqllTnz7bHrY3f0nICg,351588,4
1WaqQIJ0iENGWZ1QmYvYNK,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",2024-07-02,66,https://open.spotify.com/track/1WaqQIJ0iENGWZ1QmYvYNK,0.676,0.745,8,-6.19,1,0.0503,0.329,4.36e-05,0.0998,0.842,95.102,audio_features,spotify:track:1WaqQIJ0iENGWZ1QmYvYNK,https://api.spotify.com/v1/tracks/1WaqQIJ0iENGWZ1QmYvYNK,https://api.spotify.com/v1/audio-analysis/1WaqQIJ0iENGWZ1QmYvYNK,207158,4
4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")",Anirudh Ravichander,"Chaleya (From ""Jawan"")",2023-08-14,71,https://open.spotify.com/track/4nc6XiUze2Yh7wFueGOPv7,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,audio_features,spotify:track:4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/tracks/4nc6XiUze2Yh7wFueGOPv7,https://api.spotify.com/v1/audio-analysis/4nc6XiUze2Yh7wFueGOPv7,200374,4
4iKGu3xtvm90eBw0EIPWJP,"Naatu Naatu (From ""Rrr"")",Rahul Sipligunj,"Naatu Naatu (From ""Rrr"")",2021-11-10,0,https://open.spotify.com/track/4iKGu3xtvm90eBw0EIPWJP,0.405,0.988,10,-3.843,0,0.0992,0.355,0.113,0.0815,0.703,160.052,audio_features,spotify:track:4iKGu3xtvm90eBw0EIPWJP,https://api.spotify.com/v1/tracks/4iKGu3xtvm90eBw0EIPWJP,https://api.spotify.com/v1/audio-analysis/4iKGu3xtvm90eBw0EIPWJP,214400,4
7zXcLSiKnMtmrmRQ0DieS9,Pyaar Hota Kayi Baar Hai,Pritam,Tu Jhoothi Main Makkaar,2023-03-16,57,https://open.spotify.com/track/7zXcLSiKnMtmrmRQ0DieS9,0.772,0.767,0,-4.792,1,0.0381,0.138,0.0,0.557,0.866,122.024,audio_features,spotify:track:7zXcLSiKnMtmrmRQ0DieS9,https://api.spotify.com/v1/tracks/7zXcLSiKnMtmrmRQ0DieS9,https://api.spotify.com/v1/audio-analysis/7zXcLSiKnMtmrmRQ0DieS9,216271,4
2qJAzSE6uC94oH2NRoPrGl,London Thumakda,Labh Janjua,Queen,2014-02-04,59,https://open.spotify.com/track/2qJAzSE6uC94oH2NRoPrGl,0.835,0.718,0,-6.614,1,0.0818,0.363,0.000919,0.0625,0.64,139.964,audio_features,spotify:track:2qJAzSE6uC94oH2NRoPrGl,https://api.spotify.com/v1/tracks/2qJAzSE6uC94oH2NRoPrGl,https://api.spotify.com/v1/audio-analysis/2qJAzSE6uC94oH2NRoPrGl,230468,4
6zojSFiUNySBy3Kd1JVCXb,Dil Chori,Yo Yo Honey Singh,Sonu Ke Titu Ki Sweety,2018-02-14,59,https://open.spotify.com/track/6zojSFiUNySBy3Kd1JVCXb,0.765,0.89,5,-4.608,0,0.0824,0.502,0.0,0.0423,0.918,99.961,audio_features,spotify:track:6zojSFiUNySBy3Kd1JVCXb,https://api.spotify.com/v1/tracks/6zojSFiUNySBy3Kd1JVCXb,https://api.spotify.com/v1/audio-analysis/6zojSFiUNySBy3Kd1JVCXb,226696,4
0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar,Befikre,2016-12-01,70,https://open.spotify.com/track/0biCSADTAblvLTLtJz4pXO,0.799,0.784,4,-5.207,0,0.0519,0.11,2.84e-06,0.227,0.26,96.953,audio_features,spotify:track:0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/tracks/0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/audio-analysis/0biCSADTAblvLTLtJz4pXO,237876,4
0og9wKFGgFFNQnrBe7eisG,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,2010-01-18,66,https://open.spotify.com/track/0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,audio_features,spotify:track:0og9wKFGgFFNQnrBe7eisG,https://api.spotify.com/v1/tracks/0og9wKFGgFFNQnrBe7eisG,https://api.spotify.com/v1/audio-analysis/0og9wKFGgFFNQnrBe7eisG,304089,4
4tjLYTXFqZhkUDga4bQ0yl,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")",2018-07-04,68,https://open.spotify.com/track/4tjLYTXFqZhkUDga4bQ0yl,0.725,0.912,9,-3.665,0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,audio_features,spotify:track:4tjLYTXFqZhkUDga4bQ0yl,https://api.spotify.com/v1/tracks/4tjLYTXFqZhkUDga4bQ0yl,https://api.spotify.com/v1/audio-analysis/4tjLYTXFqZhkUDga4bQ0yl,184433,4
0EH7sgeiFqDa3eS7ieW2zs,Chammak Challo,Akon,Ra-One,2011-09-16,72,https://open.spotify.com/track/0EH7sgeiFqDa3eS7ieW2zs,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,audio_features,spotify:track:0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/tracks/0EH7sgeiFqDa3eS7ieW2zs,https://api.spotify.com/v1/audio-analysis/0EH7sgeiFqDa3eS7ieW2zs,227091,4
3Qpk2qHree1RTH5lZaKnEK,Desi Girl,Vishal-Shekhar,Dostana (Original Motion Picture Soundtrack),2008-10-08,61,https://open.spotify.com/track/3Qpk2qHree1RTH5lZaKnEK,0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.097,0.807,136.051,audio_features,spotify:track:3Qpk2qHree1RTH5lZaKnEK,https://api.spotify.com/v1/tracks/3Qpk2qHree1RTH5lZaKnEK,https://api.spotify.com/v1/audio-analysis/3Qpk2qHree1RTH5lZaKnEK,306987,4
3UaP2PQwhA31keZXt7oPLA,The Disco Song,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),2012-08-31,58,https://open.spotify.com/track/3UaP2PQwhA31keZXt7oPLA,0.69,0.939,10,-6.441,0,0.0583,0.0102,0.0288,0.12,0.615,125.006,audio_features,spotify:track:3UaP2PQwhA31keZXt7oPLA,https://api.spotify.com/v1/tracks/3UaP2PQwhA31keZXt7oPLA,https://api.spotify.com/v1/audio-analysis/3UaP2PQwhA31keZXt7oPLA,342093,4
7hNYvX0qAKrxtVr1jGDmvR,Gallan Goodiyaan,Yashita Sharma,Dil Dhadakne Do,2015-05-02,64,https://open.spotify.com/track/7hNYvX0qAKrxtVr1jGDmvR,0.83,0.858,6,-3.18,0,0.0554,0.134,1.72e-05,0.0567,0.949,119.974,audio_features,spotify:track:7hNYvX0qAKrxtVr1jGDmvR,https://api.spotify.com/v1/tracks/7hNYvX0qAKrxtVr1jGDmvR,https://api.spotify.com/v1/audio-analysis/7hNYvX0qAKrxtVr1jGDmvR,296500,4
1VY2incfH4TLT9PCbot6lj,"London Thumakda (From ""Queen"")",Labh Janjua,Best Of Neha Kakkar,2017-06-05,57,https://open.spotify.com/track/1VY2incfH4TLT9PCbot6lj,0.835,0.718,0,-6.614,1,0.0816,0.363,0.000919,0.0625,0.64,139.968,audio_features,spotify:track:1VY2incfH4TLT9PCbot6lj,https://api.spotify.com/v1/tracks/1VY2incfH4TLT9PCbot6lj,https://api.spotify.com/v1/audio-analysis/1VY2incfH4TLT9PCbot6lj,230468,4
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,Pritam,Jab We Met,2007-09-21,60,https://open.spotify.com/track/2iXVckhPy7tP0wV9DvlrjZ,0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.982,audio_features,spotify:track:2iXVckhPy7tP0wV9DvlrjZ,https://api.spotify.com/v1/tracks/2iXVckhPy7tP0wV9DvlrjZ,https://api.spotify.com/v1/audio-analysis/2iXVckhPy7tP0wV9DvlrjZ,245100,4
3fPgIknlkDWXs1l2noKZbp,Kar Gayi Chull,Badshah,The Badshah of Party Hits,2017-12-15,63,https://open.spotify.com/track/3fPgIknlkDWXs1l2noKZbp,0.828,0.739,11,-5.466,0,0.0728,0.0314,0.000328,0.211,0.885,121.99,audio_features,spotify:track:3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/tracks/3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/audio-analysis/3fPgIknlkDWXs1l2noKZbp,187711,4
3hCUkos0NxuSFl73oOHJzb,It's the Time to Disco,Shankar-Ehsaan-Loy,Kal Ho Naa Ho (Original Motion Picture Soundtrack),2003-09-20,56,https://open.spotify.com/track/3hCUkos0NxuSFl73oOHJzb,0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,audio_features,spotify:track:3hCUkos0NxuSFl73oOHJzb,https://api.spotify.com/v1/tracks/3hCUkos0NxuSFl73oOHJzb,https://api.spotify.com/v1/audio-analysis/3hCUkos0NxuSFl73oOHJzb,333093,4
6ECucSdJeJmSm3k1k3Vumv,Where's the Party Tonight,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),2006-06-08,54,https://open.spotify.com/track/6ECucSdJeJmSm3k1k3Vumv,0.764,0.863,2,-5.414,0,0.0416,0.00269,0.0,0.27,0.92,132.021,audio_features,spotify:track:6ECucSdJeJmSm3k1k3Vumv,https://api.spotify.com/v1/tracks/6ECucSdJeJmSm3k1k3Vumv,https://api.spotify.com/v1/audio-analysis/6ECucSdJeJmSm3k1k3Vumv,378160,4
6p56DuuwZQYSNgeB7fgRkZ,Dilliwaali Girlfriend,Arijit Singh,Best Of Sunidhi Chauhan,2017-08-12,45,https://open.spotify.com/track/6p56DuuwZQYSNgeB7fgRkZ,0.688,0.941,6,-5.23,0,0.0583,0.0811,2.89e-06,0.0697,0.909,138.047,audio_features,spotify:track:6p56DuuwZQYSNgeB7fgRkZ,https://api.spotify.com/v1/tracks/6p56DuuwZQYSNgeB7fgRkZ,https://api.spotify.com/v1/audio-analysis/6p56DuuwZQYSNgeB7fgRkZ,260552,4
4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,Pritam,Yeh Jawaani Hai Deewani,2013-03-30,65,https://open.spotify.com/track/4eu27jAU2bbnyHUC3G75U8,0.806,0.932,2,-2.228,0,0.0684,0.24,0.0,0.216,0.792,106.021,audio_features,spotify:track:4eu27jAU2bbnyHUC3G75U8,https://api.spotify.com/v1/tracks/4eu27jAU2bbnyHUC3G75U8,https://api.spotify.com/v1/audio-analysis/4eu27jAU2bbnyHUC3G75U8,252760,4
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,Pritam,Desi Boyz,2011-10-21,67,https://open.spotify.com/track/6WediUhXDfm8FR3wlM0r3G,0.727,0.9,8,-4.529,1,0.0452,0.0805,0.0464,0.154,0.505,131.97,audio_features,spotify:track:6WediUhXDfm8FR3wlM0r3G,https://api.spotify.com/v1/tracks/6WediUhXDfm8FR3wlM0r3G,https://api.spotify.com/v1/audio-analysis/6WediUhXDfm8FR3wlM0r3G,288696,4
3TAhWtQnpoL5Vl9VQPl9fU,Senorita,Farhan Akhtar,Zindagi Na Milegi Dobara,2011-06-06,60,https://open.spotify.com/track/3TAhWtQnpoL5Vl9VQPl9fU,0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,audio_features,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/tracks/3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/audio-analysis/3TAhWtQnpoL5Vl9VQPl9fU,229576,4
67ZZqOrQH4Bshguxw9GPkh,Let's Nacho,Nucleya,The Badshah of Party Hits,2017-12-15,50,https://open.spotify.com/track/67ZZqOrQH4Bshguxw9GPkh,0.742,0.947,0,-3.749,1,0.0321,0.0905,0.0221,0.0721,0.88,130.041,audio_features,spotify:track:67ZZqOrQH4Bshguxw9GPkh,https://api.spotify.com/v1/tracks/67ZZqOrQH4Bshguxw9GPkh,https://api.spotify.com/v1/audio-analysis/67ZZqOrQH4Bshguxw9GPkh,215076,4
74AqVxZ3oXwJ8olHssBUG3,Ainvayi Ainvayi,Salim–Sulaiman,Band Baaja Baaraat,2010-03-11,63,https://open.spotify.com/track/74AqVxZ3oXwJ8olHssBUG3,0.689,0.742,3,-7.571,0,0.0413,0.0339,0.0046,0.0928,0.876,155.986,audio_features,spotify:track:74AqVxZ3oXwJ8olHssBUG3,https://api.spotify.com/v1/tracks/74AqVxZ3oXwJ8olHssBUG3,https://api.spotify.com/v1/audio-analysis/74AqVxZ3oXwJ8olHssBUG3,267624,4
2hOlxSH3Zck6a2ki4xtKGV,"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,Dance Syndrome,2019-09-03,42,https://open.spotify.com/track/2hOlxSH3Zck6a2ki4xtKGV,0.722,0.867,0,-3.652,0,0.0904,0.121,0.0052,0.123,0.893,102.009,audio_features,spotify:track:2hOlxSH3Zck6a2ki4xtKGV,https://api.spotify.com/v1/tracks/2hOlxSH3Zck6a2ki4xtKGV,https://api.spotify.com/v1/audio-analysis/2hOlxSH3Zck6a2ki4xtKGV,179225,4
72HdutlIHBZJ7WT1xVAAZT,Kajra Re,Shankar-Ehsaan-Loy,Bunty Aur Babli,2005-04-15,62,https://open.spotify.com/track/72HdutlIHBZJ7WT1xVAAZT,0.484,0.898,0,-4.132,1,0.164,0.365,0.0,0.091,0.68,91.975,audio_features,spotify:track:72HdutlIHBZJ7WT1xVAAZT,https://api.spotify.com/v1/tracks/72HdutlIHBZJ7WT1xVAAZT,https://api.spotify.com/v1/audio-analysis/72HdutlIHBZJ7WT1xVAAZT,482586,4
1uzkWkIaWaxzHJgJ4Fy5rO,Bole Chudiyan,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),2001-11-28,61,https://open.spotify.com/track/1uzkWkIaWaxzHJgJ4Fy5rO,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,audio_features,spotify:track:1uzkWkIaWaxzHJgJ4Fy5rO,https://api.spotify.com/v1/tracks/1uzkWkIaWaxzHJgJ4Fy5rO,https://api.spotify.com/v1/audio-analysis/1uzkWkIaWaxzHJgJ4Fy5rO,408133,4
7MkhC2h8lDwyEfaKxf48cJ,Pappu Can't Dance,Benny Dayal,Jaane Tu... Ya Jaane Na,2008-05-21,54,https://open.spotify.com/track/7MkhC2h8lDwyEfaKxf48cJ,0.668,0.746,1,-7.592,1,0.0603,0.00335,0.00031,0.0773,0.485,119.696,audio_features,spotify:track:7MkhC2h8lDwyEfaKxf48cJ,https://api.spotify.com/v1/tracks/7MkhC2h8lDwyEfaKxf48cJ,https://api.spotify.com/v1/audio-analysis/7MkhC2h8lDwyEfaKxf48cJ,264986,4
4tBMbRwLJa5BjwJ6FrBlks,Soni De Nakhre,Wajid,Partner,2007-06-12,67,https://open.spotify.com/track/4tBMbRwLJa5BjwJ6FrBlks,0.829,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,audio_features,spotify:track:4tBMbRwLJa5BjwJ6FrBlks,https://api.spotify.com/v1/tracks/4tBMbRwLJa5BjwJ6FrBlks,https://api.spotify.com/v1/audio-analysis/4tBMbRwLJa5BjwJ6FrBlks,261013,4
